id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
627,41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,may,32,3,-1,0,unknown,no
628,51,technician,married,tertiary,no,0,yes,no,unknown,16,may,330,19,-1,0,unknown,no
629,53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,851,2,-1,0,unknown,no
630,41,blue-collar,single,primary,no,0,yes,no,unknown,16,may,522,5,-1,0,unknown,no
631,26,blue-collar,single,primary,no,-579,yes,no,unknown,16,may,320,3,-1,0,unknown,no
632,53,entrepreneur,married,tertiary,no,2884,yes,no,unknown,16,may,165,4,-1,0,unknown,no
633,30,technician,single,secondary,no,863,yes,no,unknown,16,may,1193,5,-1,0,unknown,yes
634,27,admin.,single,unknown,no,56,yes,no,unknown,16,may,730,2,-1,0,unknown,no
635,32,services,single,secondary,no,358,yes,no,unknown,16,may,1144,3,-1,0,unknown,no
636,40,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,167,2,-1,0,unknown,no
637,55,technician,married,secondary,no,2055,yes,no,unknown,16,may,1023,4,-1,0,unknown,no
638,35,services,single,secondary,no,568,yes,no,unknown,16,may,469,2,-1,0,unknown,no
639,32,management,single,secondary,no,0,yes,yes,unknown,16,may,385,7,-1,0,unknown,no
640,57,blue-collar,married,unknown,no,97,yes,no,unknown,16,may,260,6,-1,0,unknown,no
641,32,blue-collar,married,primary,no,217,yes,no,unknown,16,may,169,3,-1,0,unknown,no
642,55,unknown,married,tertiary,no,0,no,no,unknown,16,may,409,3,-1,0,unknown,no
643,43,services,married,secondary,no,3608,yes,no,unknown,16,may,165,6,-1,0,unknown,no
644,42,blue-collar,married,secondary,no,388,yes,yes,unknown,16,may,437,2,-1,0,unknown,no
645,27,management,single,tertiary,yes,0,yes,no,unknown,16,may,89,2,-1,0,unknown,no
646,36,services,married,secondary,no,279,no,no,unknown,16,may,261,6,-1,0,unknown,no
647,32,admin.,married,secondary,no,193,yes,no,unknown,16,may,294,4,-1,0,unknown,no
648,53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no
649,34,blue-collar,married,secondary,no,305,yes,no,unknown,16,may,1245,25,-1,0,unknown,no
650,23,blue-collar,single,secondary,no,105,yes,no,unknown,16,may,498,2,-1,0,unknown,no
651,31,management,single,tertiary,no,548,yes,no,unknown,16,may,148,4,-1,0,unknown,no
652,46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,no
653,31,services,married,secondary,no,246,yes,no,unknown,16,may,230,2,-1,0,unknown,no
654,42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no
655,52,self-employed,married,secondary,no,1066,yes,no,unknown,16,may,65,3,-1,0,unknown,no
656,38,blue-collar,married,primary,no,-326,yes,no,unknown,16,may,237,3,-1,0,unknown,no
657,38,blue-collar,single,primary,no,1465,yes,no,unknown,16,may,239,2,-1,0,unknown,no
658,60,unemployed,married,primary,no,26,yes,no,unknown,16,may,196,6,-1,0,unknown,no
659,42,management,single,tertiary,no,10561,no,no,unknown,16,may,243,2,-1,0,unknown,no
660,30,blue-collar,married,secondary,no,68,yes,yes,unknown,16,may,393,2,-1,0,unknown,no
661,53,technician,divorced,tertiary,no,647,yes,no,unknown,16,may,512,6,-1,0,unknown,no
662,35,admin.,single,secondary,no,368,yes,no,unknown,16,may,218,3,-1,0,unknown,no
663,45,admin.,married,secondary,no,-183,yes,no,unknown,16,may,215,3,-1,0,unknown,no
664,57,retired,married,primary,no,70,yes,yes,unknown,16,may,186,5,-1,0,unknown,no
665,41,technician,married,primary,no,141,yes,no,unknown,16,may,299,4,-1,0,unknown,no
666,44,blue-collar,married,primary,no,75,no,no,unknown,16,may,107,3,-1,0,unknown,no
667,56,blue-collar,married,unknown,no,22,yes,no,unknown,16,may,103,7,-1,0,unknown,no
668,46,services,married,secondary,no,9,no,no,unknown,16,may,297,4,-1,0,unknown,no
669,34,blue-collar,married,primary,no,695,yes,yes,unknown,16,may,1064,4,-1,0,unknown,yes
670,51,blue-collar,divorced,primary,no,83,yes,no,unknown,16,may,24,4,-1,0,unknown,no
671,27,services,single,secondary,no,-20,no,no,unknown,16,may,757,6,-1,0,unknown,no
672,31,self-employed,single,secondary,no,532,yes,no,unknown,16,may,90,7,-1,0,unknown,no
673,51,management,married,tertiary,no,0,yes,no,unknown,16,may,59,5,-1,0,unknown,no
674,25,management,single,tertiary,no,99,yes,yes,unknown,16,may,102,4,-1,0,unknown,no
675,48,management,married,unknown,no,54,yes,no,unknown,16,may,293,7,-1,0,unknown,no
676,37,management,single,secondary,no,792,yes,no,unknown,16,may,1187,4,-1,0,unknown,yes
677,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
678,58,self-employed,married,tertiary,no,8014,yes,no,unknown,19,may,65,3,-1,0,unknown,no
679,47,blue-collar,married,unknown,no,584,yes,no,unknown,19,may,79,19,-1,0,unknown,no
680,58,retired,married,primary,no,331,yes,no,unknown,19,may,145,4,-1,0,unknown,no
681,36,management,married,secondary,no,122,yes,no,unknown,19,may,39,7,-1,0,unknown,no
682,38,blue-collar,married,secondary,no,660,yes,yes,unknown,19,may,105,2,-1,0,unknown,no
683,27,admin.,single,secondary,no,276,yes,no,unknown,19,may,311,2,-1,0,unknown,no
684,44,blue-collar,married,primary,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown,no
685,47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
686,26,admin.,single,secondary,no,-326,yes,no,unknown,19,may,128,3,-1,0,unknown,no
687,29,services,single,secondary,no,2099,yes,yes,unknown,19,may,171,2,-1,0,unknown,no
688,60,management,divorced,tertiary,no,2589,yes,no,unknown,19,may,134,2,-1,0,unknown,no
689,37,entrepreneur,single,secondary,no,654,no,no,unknown,19,may,594,2,-1,0,unknown,no
690,35,blue-collar,married,secondary,no,474,yes,no,unknown,19,may,55,3,-1,0,unknown,no
691,44,blue-collar,married,secondary,no,294,yes,no,unknown,19,may,66,2,-1,0,unknown,no
692,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
693,41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown,no
694,26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1,0,unknown,no
695,43,management,married,primary,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown,no
696,46,management,married,primary,no,357,yes,yes,unknown,19,may,221,2,-1,0,unknown,no
697,54,services,married,secondary,no,2431,yes,no,unknown,19,may,221,4,-1,0,unknown,no
698,46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,6,-1,0,unknown,no
699,46,blue-collar,married,primary,no,7934,yes,no,unknown,19,may,123,1,-1,0,unknown,no
700,55,blue-collar,married,secondary,no,1261,no,no,unknown,19,may,166,1,-1,0,unknown,no
701,45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37,1,-1,0,unknown,no
702,58,retired,married,primary,no,196,yes,no,unknown,19,may,35,1,-1,0,unknown,no
703,48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,unknown,no
704,38,services,married,secondary,no,497,yes,yes,unknown,19,may,88,5,-1,0,unknown,no
705,57,services,divorced,primary,no,1920,no,no,unknown,19,may,77,2,-1,0,unknown,no
706,54,blue-collar,divorced,primary,no,8180,no,no,unknown,19,may,312,1,-1,0,unknown,no
707,40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,no
708,44,services,married,secondary,no,556,no,no,unknown,19,may,134,3,-1,0,unknown,no
709,55,technician,married,secondary,no,517,yes,yes,unknown,19,may,61,4,-1,0,unknown,no
710,40,blue-collar,single,unknown,no,-154,yes,yes,unknown,19,may,258,1,-1,0,unknown,no
711,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
712,48,technician,married,secondary,no,522,yes,no,unknown,19,may,71,1,-1,0,unknown,no
713,52,admin.,divorced,secondary,no,-342,no,no,unknown,19,may,153,1,-1,0,unknown,no
714,31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,no
715,60,admin.,married,secondary,no,12210,yes,no,unknown,19,may,256,1,-1,0,unknown,no
716,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,no
717,50,blue-collar,divorced,secondary,no,2402,yes,no,unknown,19,may,219,1,-1,0,unknown,no
718,44,entrepreneur,married,secondary,yes,-848,yes,no,unknown,19,may,468,1,-1,0,unknown,no
719,33,admin.,married,secondary,no,0,no,no,unknown,19,may,326,2,-1,0,unknown,no
720,43,technician,married,secondary,no,674,yes,yes,unknown,19,may,412,1,-1,0,unknown,no
721,46,services,divorced,secondary,no,778,yes,no,unknown,19,may,579,1,-1,0,unknown,no
722,43,services,married,secondary,no,384,yes,yes,unknown,19,may,277,3,-1,0,unknown,no
723,50,services,divorced,secondary,no,256,yes,no,unknown,19,may,316,2,-1,0,unknown,no
724,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes
725,50,services,married,secondary,no,1463,yes,no,unknown,19,may,380,1,-1,0,unknown,no
726,50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,no
727,40,admin.,married,secondary,no,1380,yes,no,unknown,19,may,127,1,-1,0,unknown,no
728,30,blue-collar,single,primary,no,71,yes,no,unknown,19,may,122,6,-1,0,unknown,no
729,44,admin.,married,secondary,yes,-1249,yes,yes,unknown,19,may,83,4,-1,0,unknown,no
730,51,technician,single,secondary,no,4089,yes,no,unknown,19,may,318,1,-1,0,unknown,no
731,40,blue-collar,married,primary,no,3736,yes,no,unknown,19,may,29,3,-1,0,unknown,no
732,38,blue-collar,married,primary,no,2407,yes,no,unknown,19,may,218,1,-1,0,unknown,no
733,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
734,49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130,2,-1,0,unknown,no
735,44,admin.,divorced,secondary,no,2,yes,no,unknown,19,may,429,1,-1,0,unknown,no
736,39,admin.,married,tertiary,no,259,yes,no,unknown,19,may,27,1,-1,0,unknown,no
737,43,admin.,single,secondary,no,445,yes,no,unknown,19,may,546,2,-1,0,unknown,no
738,32,services,married,secondary,no,132,yes,yes,unknown,19,may,343,2,-1,0,unknown,no
739,55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no
740,55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,no
741,42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,no
742,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1,0,unknown,no
743,54,services,married,secondary,no,158,yes,no,unknown,19,may,198,1,-1,0,unknown,no
744,34,blue-collar,married,primary,no,46,yes,yes,unknown,19,may,165,1,-1,0,unknown,no
745,46,management,married,tertiary,no,4301,yes,yes,unknown,19,may,134,2,-1,0,unknown,no
746,25,blue-collar,single,secondary,no,815,yes,no,unknown,19,may,268,6,-1,0,unknown,no
747,49,management,married,tertiary,no,128,yes,no,unknown,19,may,298,1,-1,0,unknown,no
748,59,blue-collar,divorced,primary,no,457,yes,no,unknown,19,may,63,1,-1,0,unknown,no
749,57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,no
750,27,technician,married,secondary,no,374,yes,no,unknown,19,may,188,2,-1,0,unknown,no
751,38,services,married,secondary,no,3259,yes,no,unknown,19,may,241,1,-1,0,unknown,no
752,41,services,divorced,secondary,no,-19,yes,no,unknown,19,may,201,1,-1,0,unknown,no
753,56,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,1,-1,0,unknown,no
754,37,blue-collar,married,secondary,no,398,yes,no,unknown,19,may,206,1,-1,0,unknown,no
755,32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,68,1,-1,0,unknown,no
756,47,admin.,married,secondary,no,292,yes,no,unknown,19,may,82,3,-1,0,unknown,no
757,57,management,married,tertiary,no,5431,yes,no,unknown,19,may,97,2,-1,0,unknown,no
758,38,services,single,tertiary,no,323,yes,no,unknown,19,may,138,1,-1,0,unknown,no
759,30,blue-collar,married,secondary,no,1312,yes,no,unknown,19,may,285,2,-1,0,unknown,no
760,43,blue-collar,married,primary,no,953,yes,no,unknown,19,may,135,1,-1,0,unknown,no
761,35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,no
762,28,technician,single,secondary,no,213,yes,no,unknown,19,may,267,1,-1,0,unknown,no
763,38,admin.,married,secondary,no,976,yes,yes,unknown,19,may,382,2,-1,0,unknown,no
764,45,blue-collar,married,primary,no,970,yes,no,unknown,19,may,208,5,-1,0,unknown,no
765,31,technician,single,secondary,no,87,yes,no,unknown,19,may,259,3,-1,0,unknown,no
766,38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,no
767,28,student,single,tertiary,no,80,yes,no,unknown,19,may,234,1,-1,0,unknown,no
768,40,unemployed,married,primary,no,3444,yes,no,unknown,19,may,792,4,-1,0,unknown,no
769,30,blue-collar,married,secondary,no,12697,yes,yes,unknown,19,may,95,1,-1,0,unknown,no
770,47,blue-collar,married,secondary,no,863,yes,no,unknown,19,may,943,2,-1,0,unknown,yes
771,27,management,single,tertiary,yes,0,yes,no,unknown,19,may,352,1,-1,0,unknown,no
772,30,technician,single,secondary,no,18,no,no,unknown,19,may,798,1,-1,0,unknown,no
773,53,services,married,secondary,no,33,yes,no,unknown,19,may,84,12,-1,0,unknown,no
774,48,blue-collar,married,primary,no,281,yes,no,unknown,19,may,100,3,-1,0,unknown,no
775,35,technician,single,secondary,no,-206,yes,no,unknown,19,may,85,4,-1,0,unknown,no
776,38,services,single,secondary,no,36,yes,no,unknown,19,may,143,1,-1,0,unknown,no
777,32,technician,married,unknown,no,1879,no,no,unknown,19,may,115,1,-1,0,unknown,no
778,53,blue-collar,married,primary,no,10,yes,no,unknown,19,may,73,1,-1,0,unknown,no
779,25,blue-collar,married,secondary,no,77,yes,no,unknown,19,may,31,1,-1,0,unknown,no
780,45,entrepreneur,married,tertiary,no,369,yes,no,unknown,19,may,182,2,-1,0,unknown,no
781,28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190,1,-1,0,unknown,no
782,30,blue-collar,married,primary,no,392,yes,no,unknown,19,may,351,1,-1,0,unknown,no
783,31,admin.,single,secondary,no,0,no,no,unknown,19,may,179,1,-1,0,unknown,no
784,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
785,60,admin.,married,unknown,no,738,no,no,unknown,19,may,529,3,-1,0,unknown,no
786,28,student,single,tertiary,no,836,yes,no,unknown,19,may,36,1,-1,0,unknown,no
787,46,blue-collar,single,primary,no,2851,yes,no,unknown,19,may,122,2,-1,0,unknown,no
788,40,technician,married,tertiary,no,296,no,no,unknown,19,may,198,1,-1,0,unknown,no
789,32,blue-collar,married,primary,no,1076,yes,no,unknown,19,may,67,1,-1,0,unknown,no
790,56,blue-collar,married,secondary,no,25,yes,no,unknown,19,may,264,1,-1,0,unknown,no
791,20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,no
792,41,services,single,secondary,no,197,yes,no,unknown,19,may,112,1,-1,0,unknown,no
793,48,blue-collar,married,secondary,no,5057,yes,no,unknown,19,may,21,2,-1,0,unknown,no
794,49,blue-collar,married,primary,no,284,yes,no,unknown,19,may,81,1,-1,0,unknown,no
795,29,blue-collar,single,tertiary,no,1012,yes,no,unknown,19,may,496,3,-1,0,unknown,no
796,57,admin.,divorced,secondary,no,4378,yes,no,unknown,19,may,78,3,-1,0,unknown,no
797,49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
798,42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,no
799,28,blue-collar,married,secondary,no,1827,yes,no,unknown,19,may,211,2,-1,0,unknown,no
800,31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,no
801,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no
802,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,no
803,26,technician,single,secondary,no,3,yes,no,unknown,19,may,610,1,-1,0,unknown,no
804,31,blue-collar,single,secondary,no,259,yes,no,unknown,19,may,287,1,-1,0,unknown,no
805,38,entrepreneur,married,secondary,no,830,yes,no,unknown,19,may,68,2,-1,0,unknown,no
806,45,services,divorced,primary,no,242,yes,no,unknown,19,may,336,1,-1,0,unknown,no
807,24,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,202,1,-1,0,unknown,no
808,31,admin.,single,secondary,no,6042,yes,no,unknown,19,may,228,1,-1,0,unknown,no
809,40,blue-collar,married,secondary,no,-341,yes,no,unknown,19,may,192,1,-1,0,unknown,no
810,34,services,divorced,secondary,no,221,yes,no,unknown,19,may,343,1,-1,0,unknown,no
811,24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no
812,26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1,0,unknown,no
813,29,management,single,tertiary,no,617,yes,no,unknown,19,may,387,1,-1,0,unknown,no
814,30,management,married,tertiary,no,134,yes,no,unknown,19,may,70,1,-1,0,unknown,no
815,61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,no
816,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown,no
817,31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,-1,0,unknown,no
818,28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,-1,0,unknown,no
819,31,admin.,married,secondary,no,97,yes,no,unknown,19,may,607,1,-1,0,unknown,yes
820,52,entrepreneur,divorced,tertiary,no,81,yes,no,unknown,19,may,214,3,-1,0,unknown,no
821,30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown,no
822,32,services,married,secondary,no,144,yes,no,unknown,19,may,260,11,-1,0,unknown,no
823,38,management,single,tertiary,no,889,no,no,unknown,19,may,197,4,-1,0,unknown,no
824,40,blue-collar,married,secondary,no,-481,yes,yes,unknown,19,may,174,2,-1,0,unknown,no
825,38,entrepreneur,married,secondary,no,680,yes,no,unknown,19,may,144,2,-1,0,unknown,no
826,54,blue-collar,married,secondary,no,-754,yes,no,unknown,19,may,222,2,-1,0,unknown,no
827,42,services,married,secondary,no,2993,yes,no,unknown,19,may,136,2,-1,0,unknown,no
828,34,technician,divorced,tertiary,no,501,yes,no,unknown,19,may,546,12,-1,0,unknown,no
829,42,management,married,tertiary,no,365,yes,no,unknown,19,may,49,2,-1,0,unknown,no
830,54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,-1,0,unknown,no
831,27,blue-collar,married,secondary,no,72,yes,no,unknown,19,may,105,1,-1,0,unknown,no
832,31,blue-collar,married,primary,no,2085,yes,yes,unknown,19,may,488,3,-1,0,unknown,no
833,34,technician,single,secondary,no,705,yes,yes,unknown,19,may,1203,3,-1,0,unknown,no
834,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes
835,27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,-1,0,unknown,no
836,25,blue-collar,married,secondary,no,300,yes,yes,unknown,19,may,126,3,-1,0,unknown,no
837,20,student,single,secondary,no,67,yes,no,unknown,19,may,387,1,-1,0,unknown,no
838,54,admin.,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,-1,0,unknown,no
839,30,blue-collar,single,unknown,no,0,yes,no,unknown,19,may,199,1,-1,0,unknown,no
840,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no
841,22,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,123,1,-1,0,unknown,no
842,36,blue-collar,married,unknown,no,79,yes,no,unknown,19,may,201,14,-1,0,unknown,no
843,44,blue-collar,married,secondary,no,87,yes,no,unknown,19,may,193,3,-1,0,unknown,no
844,43,management,married,secondary,no,3196,yes,yes,unknown,19,may,159,3,-1,0,unknown,no
845,44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,-1,0,unknown,no
846,49,management,single,tertiary,no,354,yes,no,unknown,19,may,166,3,-1,0,unknown,no
847,27,entrepreneur,married,secondary,no,220,yes,no,unknown,19,may,480,1,-1,0,unknown,no
848,45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
849,41,management,married,tertiary,no,4357,yes,no,unknown,19,may,110,1,-1,0,unknown,no
850,28,entrepreneur,single,unknown,no,1306,yes,no,unknown,19,may,396,3,-1,0,unknown,no
851,51,technician,married,unknown,no,425,yes,no,unknown,19,may,124,3,-1,0,unknown,no
852,49,management,married,tertiary,no,68,yes,yes,unknown,19,may,163,3,-1,0,unknown,no
853,42,unemployed,married,secondary,no,1990,yes,yes,unknown,19,may,13,1,-1,0,unknown,no
854,55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown,no
855,41,technician,single,secondary,no,0,yes,yes,unknown,19,may,162,1,-1,0,unknown,no
856,51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,-1,0,unknown,no
857,46,blue-collar,married,secondary,no,679,yes,no,unknown,19,may,723,1,-1,0,unknown,no
858,41,blue-collar,married,primary,no,262,yes,no,unknown,19,may,89,1,-1,0,unknown,no
859,32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,no
860,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
861,48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,1,-1,0,unknown,no
862,52,self-employed,married,secondary,no,6353,yes,yes,unknown,19,may,361,2,-1,0,unknown,no
863,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,no
864,51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
865,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
866,34,services,married,secondary,no,0,yes,no,unknown,19,may,115,4,-1,0,unknown,no
867,52,admin.,single,secondary,no,-346,yes,yes,unknown,19,may,147,3,-1,0,unknown,no
868,31,self-employed,married,secondary,no,157,yes,no,unknown,19,may,285,1,-1,0,unknown,no
869,41,technician,married,secondary,no,459,yes,no,unknown,19,may,102,1,-1,0,unknown,no
870,40,services,single,secondary,no,464,yes,yes,unknown,19,may,183,7,-1,0,unknown,no
871,51,services,married,secondary,no,2085,yes,no,unknown,19,may,70,1,-1,0,unknown,no
872,42,blue-collar,married,unknown,no,1323,yes,no,unknown,19,may,19,1,-1,0,unknown,no
873,31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,346,1,-1,0,unknown,no
874,34,blue-collar,married,primary,no,-288,yes,no,unknown,19,may,643,1,-1,0,unknown,no
875,41,self-employed,married,secondary,no,713,yes,no,unknown,19,may,78,1,-1,0,unknown,no
876,43,blue-collar,married,secondary,no,1071,yes,no,unknown,19,may,411,1,-1,0,unknown,no
877,54,blue-collar,married,secondary,no,887,yes,no,unknown,19,may,133,1,-1,0,unknown,no
878,47,services,married,secondary,no,-288,no,no,unknown,19,may,193,6,-1,0,unknown,no
879,41,blue-collar,married,primary,no,3722,yes,no,unknown,19,may,590,2,-1,0,unknown,no
880,40,management,married,tertiary,no,3,yes,yes,unknown,19,may,151,1,-1,0,unknown,no
881,23,management,single,secondary,no,85,yes,no,unknown,19,may,109,2,-1,0,unknown,no
882,48,blue-collar,married,primary,no,6489,yes,no,unknown,19,may,263,1,-1,0,unknown,no
883,36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,4,-1,0,unknown,no
884,44,management,divorced,tertiary,no,409,yes,no,unknown,19,may,333,1,-1,0,unknown,no
885,31,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,1,-1,0,unknown,no
886,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
887,49,blue-collar,married,secondary,no,402,yes,no,unknown,19,may,571,1,-1,0,unknown,no
888,23,blue-collar,single,secondary,no,525,yes,no,unknown,19,may,180,1,-1,0,unknown,no
889,41,admin.,married,secondary,no,3855,yes,no,unknown,19,may,657,2,-1,0,unknown,no
890,52,blue-collar,married,secondary,no,157,yes,yes,unknown,19,may,107,2,-1,0,unknown,no
891,41,management,married,tertiary,no,1897,yes,no,unknown,19,may,335,3,-1,0,unknown,no
892,22,blue-collar,married,secondary,no,36,yes,no,unknown,19,may,120,3,-1,0,unknown,no
893,60,blue-collar,married,secondary,no,171,yes,no,unknown,19,may,219,2,-1,0,unknown,no
894,60,technician,married,unknown,no,148,yes,no,unknown,19,may,148,1,-1,0,unknown,no
895,35,technician,married,unknown,no,208,yes,no,unknown,19,may,214,1,-1,0,unknown,no
896,49,blue-collar,married,primary,no,1536,yes,no,unknown,19,may,400,2,-1,0,unknown,no
897,32,blue-collar,single,secondary,no,476,yes,yes,unknown,19,may,503,2,-1,0,unknown,no
898,45,blue-collar,married,secondary,no,42,yes,no,unknown,19,may,125,5,-1,0,unknown,no
899,29,management,single,tertiary,no,-233,yes,no,unknown,19,may,329,1,-1,0,unknown,no
900,45,management,married,tertiary,no,1540,yes,no,unknown,19,may,194,3,-1,0,unknown,no
901,28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,unknown,no
902,21,student,single,unknown,no,210,yes,no,unknown,19,may,53,1,-1,0,unknown,no
903,31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,no
904,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
905,43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,yes
906,24,blue-collar,single,unknown,no,76,yes,no,unknown,19,may,345,1,-1,0,unknown,no
907,28,blue-collar,single,secondary,no,362,yes,no,unknown,19,may,263,1,-1,0,unknown,no
908,42,management,divorced,tertiary,no,1116,yes,no,unknown,19,may,88,6,-1,0,unknown,no
909,40,blue-collar,married,secondary,no,-365,yes,no,unknown,19,may,44,43,-1,0,unknown,no
910,42,services,married,primary,no,2567,yes,no,unknown,19,may,401,2,-1,0,unknown,no
911,31,blue-collar,single,secondary,no,19,yes,no,unknown,19,may,178,5,-1,0,unknown,no
912,47,blue-collar,married,primary,no,146,yes,yes,unknown,19,may,53,5,-1,0,unknown,no
913,40,blue-collar,divorced,secondary,no,125,yes,no,unknown,19,may,349,2,-1,0,unknown,no
914,31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown,no
915,26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1,0,unknown,no
916,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no
917,31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147,1,-1,0,unknown,no
918,44,management,married,tertiary,no,4087,yes,no,unknown,19,may,457,5,-1,0,unknown,no
919,27,technician,single,secondary,no,16,no,no,unknown,19,may,193,1,-1,0,unknown,no
920,41,blue-collar,married,unknown,no,665,yes,no,unknown,19,may,142,3,-1,0,unknown,no
921,28,management,single,secondary,no,471,yes,yes,unknown,19,may,123,2,-1,0,unknown,no
922,27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,65,3,-1,0,unknown,no
923,34,admin.,married,secondary,no,645,yes,no,unknown,19,may,420,1,-1,0,unknown,no
